VS,Match Id,Bowling,O,Teaminnings,M,R,W,ECON,0s,4s,6s,WD,NB
Australia VS India,ODI # 1951,Javagal Srinath,4,Australia,0,26,0,6.50,13,1,1,1,0
Australia VS India,ODI # 1951,Zaheer Khan,4,Australia,0,26,0,6.50,13,3,0,1,0
Australia VS India,ODI # 1951,Harbhajan Singh,7.2,Australia,0,49,0,6.68,22,5,1,1,0
Australia VS India,ODI # 1951,Anil Kumble,7,Australia,0,24,1,3.42,27,2,0,1,0
Bangladesh VS Sri Lanka,ODI # 1950,Chaminda Vaas,9.1,Bangladesh,2,25,6,2.72,43,2,0,2,0
Bangladesh VS Sri Lanka,ODI # 1950,Prabath Nissanka,5,Bangladesh,0,22,0,4.40,20,1,0,2,2
Bangladesh VS Sri Lanka,ODI # 1950,Dilhara Fernando,7,Bangladesh,0,47,1,6.71,23,5,1,4,1
Bangladesh VS Sri Lanka,ODI # 1950,Muthiah Muralidaran,10,Bangladesh,4,25,3,2.50,50,2,1,0,0
Bangladesh VS Sri Lanka,ODI # 1950,Manjurul Islam,6,Sri Lanka,1,22,0,3.66,25,3,0,0,0
Bangladesh VS Sri Lanka,ODI # 1950,Mashrafe Mortaza,5,Sri Lanka,0,38,0,7.60,18,8,0,1,0
Bangladesh VS Sri Lanka,ODI # 1950,Tapash Baisya,3,Sri Lanka,0,21,0,7.00,8,2,0,0,1
Bangladesh VS Sri Lanka,ODI # 1950,Mohammad Rafique,4.1,Sri Lanka,1,22,0,5.28,16,3,0,0,0
Bangladesh VS Sri Lanka,ODI # 1950,Sanuar Hossain,2,Sri Lanka,0,14,0,7.00,4,2,0,0,0
Bangladesh VS Sri Lanka,ODI # 1950,Alok Kapali,1,Sri Lanka,0,9,0,9.00,2,0,1,0,0
New Zealand VS West Indies,ODI # 1949,Mervyn Dillon,10,New Zealand,1,30,1,3.00,44,2,1,1,0
New Zealand VS West Indies,ODI # 1949,Nixon McLean,6,New Zealand,0,38,0,6.33,20,7,0,1,0
New Zealand VS West Indies,ODI # 1949,Vasbert Drakes,10,New Zealand,1,49,2,4.90,35,4,1,0,2
New Zealand VS West Indies,ODI # 1949,Wavell Hinds,10,New Zealand,0,35,3,3.50,33,2,0,0,0
New Zealand VS West Indies,ODI # 1949,Carl Hooper,9,New Zealand,0,42,0,4.66,22,3,0,0,0
New Zealand VS West Indies,ODI # 1949,Chris Gayle,5,New Zealand,0,37,1,7.40,12,1,2,2,0
New Zealand VS West Indies,ODI # 1949,Shane Bond,10,West Indies,2,43,0,4.30,38,4,0,2,0
New Zealand VS West Indies,ODI # 1949,Andre Adams,9.4,West Indies,1,44,4,4.55,37,6,0,1,0
New Zealand VS West Indies,ODI # 1949,Jacob Oram,10,West Indies,2,26,2,2.60,44,2,0,0,0
New Zealand VS West Indies,ODI # 1949,Chris Cairns,1,West Indies,0,21,0,21.00,2,3,1,1,1
New Zealand VS West Indies,ODI # 1949,Daniel Vettori,10,West Indies,0,38,1,3.80,29,1,0,0,0
New Zealand VS West Indies,ODI # 1949,Nathan Astle,4,West Indies,0,14,0,3.50,13,1,0,0,0
New Zealand VS West Indies,ODI # 1949,Scott Styris,5,West Indies,0,31,1,6.20,15,2,1,1,0
South Africa VS Kenya,ODI # 1947,Shaun Pollock,6,Kenya,2,15,2,2.50,31,1,0,1,2
South Africa VS Kenya,ODI # 1947,Makhaya Ntini,7,Kenya,1,14,1,2.00,33,0,0,1,0
South Africa VS Kenya,ODI # 1947,Jacques Kallis,3,Kenya,0,23,0,7.66,10,4,0,0,0
South Africa VS Kenya,ODI # 1947,Charl Langeveldt,5,Kenya,0,24,0,4.80,19,2,0,0,1
South Africa VS Kenya,ODI # 1947,Nicky Boje,9,Kenya,1,44,1,4.88,32,3,2,0,0
South Africa VS Kenya,ODI # 1947,Lance Klusener,8,Kenya,2,16,4,2.00,39,0,0,1,1
South Africa VS Kenya,ODI # 1947,Martin Suji,4,South Africa,0,21,0,5.25,18,4,0,1,0
South Africa VS Kenya,ODI # 1947,Thomas Odoyo,6,South Africa,1,34,0,5.66,22,6,0,1,0
South Africa VS Kenya,ODI # 1947,Aasif Karim,2,South Africa,0,17,0,8.50,7,2,1,0,0
South Africa VS Kenya,ODI # 1947,Collins Obuya,5,South Africa,1,32,0,6.40,19,4,1,0,1
South Africa VS Kenya,ODI # 1947,Maurice Odumbe,2,South Africa,0,21,0,10.50,7,2,2,0,0
South Africa VS Kenya,ODI # 1947,Peter Ongondo,2.2,South Africa,0,17,0,7.28,7,3,0,0,0
India VS Netherlands,ODI # 1948,Edgar Schiferli,10,India,2,49,0,4.90,32,6,0,0,0
India VS Netherlands,ODI # 1948,Roland Lefebvre,9,India,1,27,1,3.00,37,2,0,2,0
India VS Netherlands,ODI # 1948,Tim de Leede,9.5,India,0,35,4,3.55,38,2,0,2,0
India VS Netherlands,ODI # 1948,Feiko Kloppenburg,10,India,0,40,1,4.00,32,0,0,3,1
India VS Netherlands,ODI # 1948,Adeel Raja,9,India,0,47,2,5.22,25,3,1,0,0
India VS Netherlands,ODI # 1948,Luuk van Troost,1,India,0,4,0,4.00,3,0,0,0,0
India VS Netherlands,ODI # 1948,Javagal Srinath,9.1,Netherlands,1,30,4,3.27,40,2,0,1,1
India VS Netherlands,ODI # 1948,Zaheer Khan,8,Netherlands,1,17,1,2.12,41,0,0,9,0
India VS Netherlands,ODI # 1948,Harbhajan Singh,10,Netherlands,1,20,1,2.00,43,0,0,0,0
India VS Netherlands,ODI # 1948,Anil Kumble,10,Netherlands,1,32,4,3.20,46,4,0,1,1
India VS Netherlands,ODI # 1948,Sourav Ganguly,4,Netherlands,0,14,0,3.50,15,1,0,2,0
India VS Netherlands,ODI # 1948,Sachin Tendulkar,4,Netherlands,0,9,0,2.25,15,0,0,0,0
India VS Netherlands,ODI # 1948,Virender Sehwag,3,Netherlands,0,6,0,2.00,12,0,0,0,0
Bangladesh VS Canada,ODI # 1946,Manjurul Islam,8.1,Canada,1,30,1,3.67,32,1,0,1,0
Bangladesh VS Canada,ODI # 1946,Mashrafe Mortaza,8,Canada,0,38,2,4.75,33,5,0,5,2
Bangladesh VS Canada,ODI # 1946,Tapash Baisya,3,Canada,0,26,1,8.66,10,4,1,1,0
Bangladesh VS Canada,ODI # 1946,Mohammad Rafique,10,Canada,2,34,1,3.40,47,5,0,5,0
Bangladesh VS Canada,ODI # 1946,Sanuar Hossain,10,Canada,0,26,2,2.60,43,1,1,1,0
Bangladesh VS Canada,ODI # 1946,Alok Kapali,10,Canada,0,19,1,1.90,44,0,0,1,0
Bangladesh VS Canada,ODI # 1946,Davis Joseph,8,Bangladesh,1,42,2,5.25,31,5,0,8,0
Bangladesh VS Canada,ODI # 1946,Sanjayan Thuraisingam,6,Bangladesh,0,34,1,5.66,26,5,0,5,0
Bangladesh VS Canada,ODI # 1946,Austin Codrington,9,Bangladesh,3,27,5,3.00,39,2,0,1,0
Bangladesh VS Canada,ODI # 1946,John Davison,5,Bangladesh,1,15,2,3.00,22,2,0,0,0
Australia VS Pakistan,ODI # 1945,Wasim Akram,10,Australia,0,64,3,6.40,33,7,1,5,2
Australia VS Pakistan,ODI # 1945,Shoaib Akhtar,10,Australia,0,45,2,4.50,32,3,0,3,0
Australia VS Pakistan,ODI # 1945,Waqar Younis,8.3,Australia,1,50,2,5.88,29,4,1,3,2
Australia VS Pakistan,ODI # 1945,Abdul Razzaq,6,Australia,0,42,0,7.00,20,8,0,0,2
Australia VS Pakistan,ODI # 1945,Shahid Afridi,9.3,Australia,0,63,0,6.63,25,9,0,1,0
Australia VS Pakistan,ODI # 1945,Younis Khan,6,Australia,0,36,0,6.00,12,2,0,0,1
Australia VS Pakistan,ODI # 1945,Glenn McGrath,10,Pakistan,2,39,1,3.90,45,6,0,1,0
Australia VS Pakistan,ODI # 1945,Jason Gillespie,8,Pakistan,1,28,1,3.50,34,3,0,3,0
Australia VS Pakistan,ODI # 1945,Brett Lee,7,Pakistan,0,37,1,5.28,22,3,0,0,5
Australia VS Pakistan,ODI # 1945,Ian Harvey,9.3,Pakistan,0,58,4,6.10,25,3,2,3,0
Australia VS Pakistan,ODI # 1945,Brad Hogg,10,Pakistan,0,54,3,5.40,35,4,2,3,0
New Zealand VS Sri Lanka,ODI # 1944,Daryl Tuffey,5,Sri Lanka,0,36,0,7.20,15,3,0,0,1
New Zealand VS Sri Lanka,ODI # 1944,Shane Bond,10,Sri Lanka,1,44,2,4.40,38,3,0,3,2
New Zealand VS Sri Lanka,ODI # 1944,Jacob Oram,10,Sri Lanka,0,37,0,3.70,35,1,0,0,1
New Zealand VS Sri Lanka,ODI # 1944,Andre Adams,9,Sri Lanka,0,58,2,6.44,26,8,0,0,0
New Zealand VS Sri Lanka,ODI # 1944,Chris Harris,4,Sri Lanka,0,26,0,6.50,8,2,0,0,0
New Zealand VS Sri Lanka,ODI # 1944,Scott Styris,5,Sri Lanka,0,28,0,5.60,15,3,0,1,0
New Zealand VS Sri Lanka,ODI # 1944,Nathan Astle,7,Sri Lanka,0,34,3,4.85,16,1,0,0,0
New Zealand VS Sri Lanka,ODI # 1944,Chaminda Vaas,7,New Zealand,0,22,0,3.14,26,1,0,0,0
New Zealand VS Sri Lanka,ODI # 1944,Pulasthi Gunaratne,5,New Zealand,0,24,2,4.80,18,0,0,1,0
New Zealand VS Sri Lanka,ODI # 1944,Dilhara Fernando,3,New Zealand,1,19,0,6.33,9,1,1,0,0
New Zealand VS Sri Lanka,ODI # 1944,Muthiah Muralidaran,9,New Zealand,1,42,2,4.66,35,1,3,0,0
New Zealand VS Sri Lanka,ODI # 1944,Sanath Jayasuriya,8,New Zealand,0,32,1,4.00,23,1,0,2,0
New Zealand VS Sri Lanka,ODI # 1944,Aravinda de Silva,5,New Zealand,0,29,1,5.80,13,1,1,1,0
New Zealand VS Sri Lanka,ODI # 1944,Russel Arnold,8.3,New Zealand,0,47,3,5.52,19,0,1,1,0
Zimbabwe VS Namibia,ODI # 1943,Gerrie Snyman,10,Zimbabwe,0,49,0,4.90,34,6,0,1,1
Zimbabwe VS Namibia,ODI # 1943,Louis Burger,10,Zimbabwe,1,70,0,7.00,31,9,2,0,0
Zimbabwe VS Namibia,ODI # 1943,Bjorn Kotze,10,Zimbabwe,1,75,0,7.50,21,4,3,2,0
Zimbabwe VS Namibia,ODI # 1943,Lennie Louw,10,Zimbabwe,0,60,1,6.00,27,7,0,1,0
Zimbabwe VS Namibia,ODI # 1943,Deon Kotze,7,Zimbabwe,0,56,0,8.00,10,3,1,0,0
Zimbabwe VS Namibia,ODI # 1943,Jan-Berrie Burger,3,Zimbabwe,0,23,1,7.66,6,3,0,0,0
Zimbabwe VS Namibia,ODI # 1943,Heath Streak,5,Namibia,0,35,2,7.00,17,4,1,2,0
Zimbabwe VS Namibia,ODI # 1943,Douglas Hondo,6,Namibia,1,20,0,3.33,24,1,0,1,0
Zimbabwe VS Namibia,ODI # 1943,Henry Olonga,3,Namibia,1,8,0,2.66,13,1,0,0,0
Zimbabwe VS Namibia,ODI # 1943,Brian Murphy,1,Namibia,0,7,0,7.00,3,1,0,0,0
Zimbabwe VS Namibia,ODI # 1943,Grant Flower,5.1,Namibia,1,13,1,2.51,21,1,0,0,0
Zimbabwe VS Namibia,ODI # 1943,Guy Whittall,5,Namibia,0,20,2,4.00,21,1,0,1,0
South Africa VS West Indies,ODI # 1942,Shaun Pollock,10,West Indies,2,52,2,5.20,36,4,2,0,1
South Africa VS West Indies,ODI # 1942,Makhaya Ntini,10,West Indies,1,37,2,3.70,38,3,0,2,0
South Africa VS West Indies,ODI # 1942,Allan Donald,9,West Indies,0,54,0,6.00,29,6,1,1,1
South Africa VS West Indies,ODI # 1942,Jacques Kallis,10,West Indies,2,52,0,5.20,34,5,1,0,0
South Africa VS West Indies,ODI # 1942,Lance Klusener,8,West Indies,0,53,1,6.62,18,3,1,0,2
South Africa VS West Indies,ODI # 1942,Nicky Boje,3,West Indies,0,24,0,8.00,8,4,0,1,0
South Africa VS West Indies,ODI # 1942,Mervyn Dillon,10,South Africa,0,47,2,4.70,34,3,1,1,0
South Africa VS West Indies,ODI # 1942,Pedro Collins,9,South Africa,0,54,1,6.00,25,6,0,1,1
South Africa VS West Indies,ODI # 1942,Vasbert Drakes,8,South Africa,1,33,2,4.12,31,5,0,0,1
South Africa VS West Indies,ODI # 1942,Carl Hooper,10,South Africa,0,63,2,6.30,28,4,2,0,1
South Africa VS West Indies,ODI # 1942,Chris Gayle,10,South Africa,1,60,2,6.00,34,1,5,2,0
South Africa VS West Indies,ODI # 1942,Ricardo Powell,2,South Africa,0,14,0,7.00,5,2,0,1,0
Australia VS Sri Lanka,ODI # 2581,Chaminda Vaas,8,Australia,0,54,0,6.75,25,5,1,1,2
Australia VS Sri Lanka,ODI # 2581,Lasith Malinga,8,Australia,1,49,2,6.12,26,5,2,0,0
Australia VS Sri Lanka,ODI # 2581,Dilhara Fernando,8,Australia,0,74,1,9.25,13,7,2,4,1
Australia VS Sri Lanka,ODI # 2581,Muthiah Muralidaran,7,Australia,0,44,0,6.28,13,1,1,2,0
Australia VS Sri Lanka,ODI # 2581,Tillakaratne Dilshan,2,Australia,0,23,0,11.50,4,0,2,1,0
Australia VS Sri Lanka,ODI # 2581,Sanath Jayasuriya,5,Australia,0,33,0,6.60,13,2,2,0,0
Australia VS Sri Lanka,ODI # 2581,Nathan Bracken,6,Sri Lanka,1,34,1,5.66,21,5,0,1,0
Australia VS Sri Lanka,ODI # 2581,Shaun Tait,6,Sri Lanka,0,42,0,7.00,17,6,0,2,0
Australia VS Sri Lanka,ODI # 2581,Glenn McGrath,7,Sri Lanka,0,31,1,4.42,24,2,1,1,0
Australia VS Sri Lanka,ODI # 2581,Shane Watson,7,Sri Lanka,0,49,1,7.00,15,5,0,3,0
Australia VS Sri Lanka,ODI # 2581,Brad Hogg,3,Sri Lanka,0,19,1,6.33,7,2,0,0,0
Australia VS Sri Lanka,ODI # 2581,Michael Clarke,5,Sri Lanka,0,33,2,6.60,14,0,2,2,0
Australia VS Sri Lanka,ODI # 2581,Andrew Symonds,2,Sri Lanka,0,6,1,3.00,7,0,0,0,0
Australia VS South Africa,ODI # 2580,Nathan Bracken,7,South Africa,2,15,1,2.14,30,1,0,0,0
Australia VS South Africa,ODI # 2580,Glenn McGrath,8,South Africa,1,18,3,2.25,38,2,0,1,0
Australia VS South Africa,ODI # 2580,Shaun Tait,10,South Africa,0,39,4,3.90,48,6,0,5,0
Australia VS South Africa,ODI # 2580,Shane Watson,8.5,South Africa,0,49,1,5.54,31,7,1,0,0
Australia VS South Africa,ODI # 2580,Brad Hogg,10,South Africa,2,24,1,2.40,43,1,0,3,0
Australia VS South Africa,ODI # 2580,Shaun Pollock,5,Australia,1,16,1,3.20,20,1,0,0,0
Australia VS South Africa,ODI # 2580,Charl Langeveldt,6,Australia,0,34,1,5.66,23,6,0,1,1
Australia VS South Africa,ODI # 2580,Jacques Kallis,5,Australia,1,20,0,4.00,20,2,0,1,1
Australia VS South Africa,ODI # 2580,Andre Nel,7,Australia,1,31,1,4.42,29,5,0,1,0
Australia VS South Africa,ODI # 2580,Andrew Hall,6.3,Australia,0,43,0,6.61,20,6,0,0,1
Australia VS South Africa,ODI # 2580,Justin Kemp,2,Australia,0,4,0,2.00,9,0,0,0,0
New Zealand VS Sri Lanka,ODI # 2579,James Franklin,9,Sri Lanka,1,46,2,5.11,34,6,0,2,2
New Zealand VS Sri Lanka,ODI # 2579,Shane Bond,10,Sri Lanka,1,59,1,5.90,31,7,1,3,1
New Zealand VS Sri Lanka,ODI # 2579,Jacob Oram,10,Sri Lanka,0,60,1,6.00,31,6,1,1,2
New Zealand VS Sri Lanka,ODI # 2579,Daniel Vettori,10,Sri Lanka,0,51,1,5.10,29,2,2,1,0
New Zealand VS Sri Lanka,ODI # 2579,Jeetan Patel,10,Sri Lanka,0,62,0,6.20,19,4,1,0,0
New Zealand VS Sri Lanka,ODI # 2579,Scott Styris,1,Sri Lanka,0,8,0,8.00,2,1,0,1,0
New Zealand VS Sri Lanka,ODI # 2579,Chaminda Vaas,8,New Zealand,1,25,1,3.12,32,2,0,1,0
New Zealand VS Sri Lanka,ODI # 2579,Lasith Malinga,7,New Zealand,2,21,1,3.00,29,1,0,0,1
New Zealand VS Sri Lanka,ODI # 2579,Dilhara Fernando,5,New Zealand,0,45,0,9.00,15,2,3,1,5
New Zealand VS Sri Lanka,ODI # 2579,Muthiah Muralidaran,8,New Zealand,0,31,4,3.87,28,1,1,1,0
New Zealand VS Sri Lanka,ODI # 2579,Sanath Jayasuriya,9,New Zealand,0,57,2,6.33,22,3,2,3,0
New Zealand VS Sri Lanka,ODI # 2579,Tillakaratne Dilshan,4.4,New Zealand,0,22,2,4.71,15,1,1,1,0
West Indies VS England,ODI # 2578,James Anderson,6,West Indies,0,39,0,6.50,18,4,0,6,0
West Indies VS England,ODI # 2578,Liam Plunkett,7,West Indies,0,71,1,10.14,22,7,4,5,2
West Indies VS England,ODI # 2578,Stuart Broad,6,West Indies,1,32,0,5.33,21,4,0,1,0
West Indies VS England,ODI # 2578,Andrew Flintoff,9.5,West Indies,0,59,2,6.00,29,8,0,0,1
West Indies VS England,ODI # 2578,Jamie Dalrymple,3,West Indies,0,19,0,6.33,10,3,0,1,0
West Indies VS England,ODI # 2578,Paul Collingwood,8,West Indies,0,40,1,5.00,23,4,0,1,0
West Indies VS England,ODI # 2578,Michael Vaughan,10,West Indies,0,39,3,3.90,32,3,0,0,0
West Indies VS England,ODI # 2578,Corey Collymore,10,England,0,61,1,6.10,31,7,0,2,0
West Indies VS England,ODI # 2578,Daren Powell,10,England,0,58,0,5.80,32,8,0,2,0
West Indies VS England,ODI # 2578,Jerome Taylor,10,England,1,65,2,6.50,25,5,2,0,0
West Indies VS England,ODI # 2578,Chris Gayle,5,England,0,32,0,6.40,6,1,1,0,0
West Indies VS England,ODI # 2578,Dwayne Bravo,9.5,England,0,47,2,4.77,32,5,0,1,0
West Indies VS England,ODI # 2578,Ramnaresh Sarwan,5,England,1,21,1,4.20,15,1,0,0,0
Australia VS New Zealand,ODI # 2577,Michael Mason,3,Australia,0,27,0,9.00,7,2,1,1,1
Australia VS New Zealand,ODI # 2577,James Franklin,8,Australia,0,74,3,9.25,27,10,2,1,5
Australia VS New Zealand,ODI # 2577,Jeetan Patel,10,Australia,0,48,2,4.80,25,2,0,0,1
Australia VS New Zealand,ODI # 2577,Daniel Vettori,10,Australia,0,60,0,6.00,19,4,0,0,2
Australia VS New Zealand,ODI # 2577,Scott Styris,10,Australia,0,50,1,5.00,28,3,1,2,0
Australia VS New Zealand,ODI # 2577,Mark Gillespie,6,Australia,0,67,0,11.16,8,8,2,0,1
Australia VS New Zealand,ODI # 2577,Craig McMillan,3,Australia,0,21,0,7.00,5,2,0,0,0
Australia VS New Zealand,ODI # 2577,Nathan Bracken,4,New Zealand,0,27,0,6.75,14,2,1,1,0
Australia VS New Zealand,ODI # 2577,Shaun Tait,6,New Zealand,0,32,3,5.33,22,4,0,4,1
Australia VS New Zealand,ODI # 2577,Glenn McGrath,4,New Zealand,0,25,2,6.25,12,3,0,0,1
Australia VS New Zealand,ODI # 2577,Brad Hogg,6.5,New Zealand,1,29,4,4.24,23,2,0,1,0
Australia VS New Zealand,ODI # 2577,Shane Watson,5,New Zealand,0,20,1,4.00,19,1,0,1,0
West Indies VS Bangladesh,ODI # 2576,Mashrafe Mortaza,10,West Indies,2,39,1,3.90,39,2,1,2,0
West Indies VS Bangladesh,ODI # 2576,Syed Rasel,10,West Indies,2,48,1,4.80,38,4,1,1,0
West Indies VS Bangladesh,ODI # 2576,Abdur Razzak,10,West Indies,0,44,1,4.40,31,1,1,0,0
West Indies VS Bangladesh,ODI # 2576,Mohammad Rafique,10,West Indies,0,46,0,4.60,26,3,0,0,0
West Indies VS Bangladesh,ODI # 2576,Shakib Al Hasan,8,West Indies,0,38,1,4.75,21,2,1,0,0
West Indies VS Bangladesh,ODI # 2576,Aftab Ahmed,2,West Indies,0,12,1,6.00,3,1,0,0,0
West Indies VS Bangladesh,ODI # 2576,Corey Collymore,7,Bangladesh,1,11,2,1.57,34,0,0,1,0
West Indies VS Bangladesh,ODI # 2576,Daren Powell,10,Bangladesh,0,38,3,3.80,39,3,0,4,0
West Indies VS Bangladesh,ODI # 2576,Jerome Taylor,8,Bangladesh,0,25,0,3.12,33,2,0,1,0
West Indies VS Bangladesh,ODI # 2576,Dwayne Bravo,10,Bangladesh,3,28,2,2.80,47,3,0,1,2
West Indies VS Bangladesh,ODI # 2576,Chris Gayle,8.5,Bangladesh,0,28,2,3.16,31,1,0,0,0
Ireland VS Sri Lanka,ODI # 2575,Chaminda Vaas,5.4,Ireland,1,18,1,3.17,26,2,0,0,1
Ireland VS Sri Lanka,ODI # 2575,Nuwan Kulasekara,7,Ireland,3,10,0,1.42,36,1,0,0,0
Ireland VS Sri Lanka,ODI # 2575,Farveez Maharoof,10,Ireland,3,25,4,2.50,48,2,1,0,1
Ireland VS Sri Lanka,ODI # 2575,Muthiah Muralidaran,5,Ireland,0,19,4,3.80,22,3,0,2,0
Ireland VS Sri Lanka,ODI # 2575,Boyd Rankin,4,Sri Lanka,0,36,1,9.00,13,2,2,2,3
Ireland VS Sri Lanka,ODI # 2575,Dave Langford-Smith,3,Sri Lanka,0,29,1,9.66,7,4,0,3,0
Ireland VS Sri Lanka,ODI # 2575,Andre Botha,1,Sri Lanka,0,4,0,4.00,5,1,0,0,0
Ireland VS Sri Lanka,ODI # 2575,Kevin O'Brien,1,Sri Lanka,0,4,0,4.00,5,1,0,0,0
Ireland VS Sri Lanka,ODI # 2575,Kenny Carroll,1,Sri Lanka,0,8,0,8.00,4,2,0,0,0
England VS South Africa,ODI # 2574,Shaun Pollock,10,England,2,17,0,1.70,46,0,0,0,1
England VS South Africa,ODI # 2574,Charl Langeveldt,7,England,1,38,1,5.42,30,6,1,0,0
England VS South Africa,ODI # 2574,Andre Nel,10,England,3,35,3,3.50,46,4,0,4,2
England VS South Africa,ODI # 2574,Andrew Hall,10,England,2,18,5,1.80,45,1,0,0,0
England VS South Africa,ODI # 2574,Jacques Kallis,8,England,0,22,1,2.75,31,1,0,0,0
England VS South Africa,ODI # 2574,Justin Kemp,3,England,0,16,0,5.33,7,1,0,1,0
England VS South Africa,ODI # 2574,James Anderson,5,South Africa,0,32,0,6.40,15,3,0,2,0
England VS South Africa,ODI # 2574,Sajid Mahmood,4.2,South Africa,0,49,0,11.30,7,7,0,0,1
England VS South Africa,ODI # 2574,Andrew Flintoff,6,South Africa,0,36,1,6.00,20,6,0,1,1
England VS South Africa,ODI # 2574,Monty Panesar,2,South Africa,0,24,0,12.00,4,5,0,0,0
England VS South Africa,ODI # 2574,Paul Collingwood,2,South Africa,0,12,0,6.00,6,2,0,0,0
Australia VS Sri Lanka,ODI # 2573,Nathan Bracken,9.4,Sri Lanka,3,19,4,1.96,49,3,0,1,0
Australia VS Sri Lanka,ODI # 2573,Shaun Tait,10,Sri Lanka,0,68,2,6.80,29,5,1,6,1
Australia VS Sri Lanka,ODI # 2573,Glenn McGrath,9,Sri Lanka,1,48,2,5.33,34,7,1,0,1
Australia VS Sri Lanka,ODI # 2573,Brad Hogg,10,Sri Lanka,0,35,2,3.50,34,1,0,0,0
Australia VS Sri Lanka,ODI # 2573,Andrew Symonds,3,Sri Lanka,0,15,0,5.00,9,1,0,0,1
Australia VS Sri Lanka,ODI # 2573,Michael Clarke,8,Sri Lanka,0,36,0,4.50,24,0,1,0,0
Australia VS Sri Lanka,ODI # 2573,Dilhara Fernando,6,Australia,1,36,0,6.00,28,6,0,3,3
Australia VS Sri Lanka,ODI # 2573,Farveez Maharoof,7,Australia,0,52,0,7.42,19,5,1,0,1
Australia VS Sri Lanka,ODI # 2573,Nuwan Kulasekara,4,Australia,0,20,0,5.00,16,3,0,0,1
Australia VS Sri Lanka,ODI # 2573,Russel Arnold,4,Australia,0,20,2,5.00,12,0,1,1,0
Australia VS Sri Lanka,ODI # 2573,Malinga Bandara,9.4,Australia,0,53,1,5.48,31,6,1,0,0
Australia VS Sri Lanka,ODI # 2573,Sanath Jayasuriya,6,Australia,0,32,0,5.33,19,1,2,0,0
Australia VS Sri Lanka,ODI # 2573,Tillakaratne Dilshan,6,Australia,0,19,0,3.16,22,1,0,0,0
Bangladesh VS Ireland,ODI # 2572,Mashrafe Mortaza,10,Ireland,1,38,2,3.80,38,3,0,0,3
Bangladesh VS Ireland,ODI # 2572,Shahadat Hossain,9,Ireland,1,51,0,5.66,33,3,1,1,2
Bangladesh VS Ireland,ODI # 2572,Abdur Razzak,9,Ireland,0,48,0,5.33,28,2,2,2,0
Bangladesh VS Ireland,ODI # 2572,Mohammad Rafique,10,Ireland,0,42,0,4.20,27,1,0,2,0
Bangladesh VS Ireland,ODI # 2572,Shakib Al Hasan,10,Ireland,0,44,1,4.40,26,1,0,0,0
Bangladesh VS Ireland,ODI # 2572,Aftab Ahmed,2,Ireland,0,8,0,4.00,5,0,0,1,0
Bangladesh VS Ireland,ODI # 2572,Boyd Rankin,8,Bangladesh,0,42,2,5.25,34,2,1,9,0
Bangladesh VS Ireland,ODI # 2572,Dave Langford-Smith,10,Bangladesh,1,27,2,2.70,43,2,0,3,0
Bangladesh VS Ireland,ODI # 2572,Andre Botha,8,Bangladesh,0,31,1,3.87,32,3,1,0,0
Bangladesh VS Ireland,ODI # 2572,Trent Johnston,7.2,Bangladesh,0,40,2,5.45,23,5,0,2,0
Bangladesh VS Ireland,ODI # 2572,Kyle McCallan,8,Bangladesh,1,25,2,3.12,32,3,0,0,0
New Zealand VS South Africa,ODI # 2571,James Franklin,7,South Africa,2,16,1,2.28,30,0,0,1,0
New Zealand VS South Africa,ODI # 2571,Shane Bond,10,South Africa,1,26,2,2.60,47,3,0,1,1
New Zealand VS South Africa,ODI # 2571,Jacob Oram,5,South Africa,2,23,0,4.60,20,1,2,0,0
New Zealand VS South Africa,ODI # 2571,Jeetan Patel,10,South Africa,1,36,0,3.60,33,0,1,0,0
New Zealand VS South Africa,ODI # 2571,Daniel Vettori,10,South Africa,0,50,1,5.00,29,3,0,1,0
New Zealand VS South Africa,ODI # 2571,Scott Styris,3,South Africa,0,16,0,5.33,7,0,0,2,0
New Zealand VS South Africa,ODI # 2571,Craig McMillan,5,South Africa,0,23,3,4.60,13,1,0,0,0
New Zealand VS South Africa,ODI # 2571,Shaun Pollock,10,New Zealand,0,30,1,3.00,38,1,0,2,0
New Zealand VS South Africa,ODI # 2571,Makhaya Ntini,10,New Zealand,0,42,1,4.20,41,6,0,1,0
New Zealand VS South Africa,ODI # 2571,Andre Nel,9.2,New Zealand,0,33,2,3.53,38,2,0,1,1
New Zealand VS South Africa,ODI # 2571,Andrew Hall,8,New Zealand,0,32,0,4.00,32,4,0,2,0
New Zealand VS South Africa,ODI # 2571,Jacques Kallis,4,New Zealand,0,17,0,4.25,14,2,0,0,0
New Zealand VS South Africa,ODI # 2571,Robin Peterson,7,New Zealand,0,39,1,5.57,21,3,1,2,0
Australia VS Ireland,ODI # 2570,Glenn McGrath,7,Ireland,1,17,3,2.42,32,1,0,0,0
Australia VS Ireland,ODI # 2570,Shaun Tait,6,Ireland,1,39,3,6.50,25,3,0,9,1
Australia VS Ireland,ODI # 2570,Stuart Clark,8,Ireland,1,19,1,2.37,40,2,0,1,0
Australia VS Ireland,ODI # 2570,Brad Hogg,6,Ireland,2,9,1,1.50,31,0,0,2,0
Australia VS Ireland,ODI # 2570,Andrew Symonds,3,Ireland,1,7,1,2.33,14,1,0,0,0
Australia VS Ireland,ODI # 2570,Dave Langford-Smith,3,Australia,0,27,0,9.00,8,3,0,2,0
