VS,Match Id,Player,Overs,Teaminnings,Mins,Given Runs,Wickets,ECON,Dot Balls,Fours,Sixs,Wides,No Balls,Bowling Average,Balls,Strike Rate,Five Wicket Hauls,Bowling Figure
Ireland VS Zimbabwe,ODI # 3627,Shahid Afridi,5.0,South Africa,0,28,0,5.6,19,2,2,0,0,0.0,30,0.0,0,0/28
Ireland VS Zimbabwe,ODI # 3627,Wahab Riaz,7.3,South Africa,2,45,3,6.0,29,4,3,2,0,15.0,45,15.0,0,3/45
Pakistan VS South Africa,ODI # 3626,Mohammed Shami,8.0,West Indies,2,35,3,4.37,37,4,1,5,0,11.67,48,16.0,0,3/35
Pakistan VS South Africa,ODI # 3626,Umesh Yadav,10.0,West Indies,1,42,2,4.2,40,3,1,5,0,21.0,60,30.0,0,2/42
Pakistan VS South Africa,ODI # 3626,Ravichandran Ashwin,9.0,West Indies,0,38,1,4.22,33,3,1,1,0,38.0,54,54.0,0,1/38
Pakistan VS South Africa,ODI # 3626,Mohit Sharma,9.0,West Indies,2,35,1,3.88,38,3,1,4,0,35.0,54,54.0,0,1/35
Pakistan VS South Africa,ODI # 3626,Ravindra Jadeja,8.2,West Indies,0,27,2,3.24,33,0,1,1,0,13.5,50,25.0,0,2/27
Pakistan VS South Africa,ODI # 3626,Jerome Taylor,8.0,India,0,33,2,4.12,30,4,0,1,0,16.5,48,24.0,0,2/33
Pakistan VS South Africa,ODI # 3626,Jason Holder,7.0,India,0,29,0,4.14,27,4,0,1,0,0.0,42,0.0,0,0/29
Pakistan VS South Africa,ODI # 3626,Kemar Roach,8.0,India,1,44,1,5.5,30,3,0,5,2,44.0,48,48.0,0,1/44
Pakistan VS South Africa,ODI # 3626,Andre Russell,8.0,India,0,43,2,5.37,27,2,1,5,1,21.5,48,24.0,0,2/43
Pakistan VS South Africa,ODI # 3626,Dwayne Smith,5.0,India,0,22,1,4.4,17,2,0,3,0,22.0,30,30.0,0,1/22
Pakistan VS South Africa,ODI # 3626,Marlon Samuels,3.1,India,0,10,0,3.15,12,1,0,0,0,0.0,19,0.0,0,0/10
India VS West Indies,ODI # 3625,Mashrafe Mortaza,8.0,Scotland,0,60,1,7.5,25,7,2,1,1,60.0,48,48.0,0,1/60
India VS West Indies,ODI # 3625,Shakib Al Hasan,10.0,Scotland,0,46,1,4.6,31,1,2,1,0,46.0,60,60.0,0,1/46
India VS West Indies,ODI # 3625,Taskin Ahmed,7.0,Scotland,0,43,3,6.14,20,6,0,2,0,14.33,42,14.0,0,3/43
India VS West Indies,ODI # 3625,Rubel Hossain,8.0,Scotland,0,60,0,7.5,25,8,2,1,0,0.0,48,0.0,0,0/60
India VS West Indies,ODI # 3625,Mahmudullah,5.0,Scotland,0,29,0,5.8,15,2,1,0,0,0.0,30,0.0,0,0/29
India VS West Indies,ODI # 3625,Sabbir Rahman,7.0,Scotland,0,47,1,6.71,13,3,1,0,0,47.0,42,42.0,0,1/47
India VS West Indies,ODI # 3625,Nasir Hossain,5.0,Scotland,0,32,2,6.4,10,1,1,0,0,16.0,30,15.0,0,2/32
India VS West Indies,ODI # 3625,Iain Wardlaw,9.1,Bangladesh,0,75,1,8.18,26,9,2,2,0,75.0,55,55.0,0,1/75
India VS West Indies,ODI # 3625,Josh Davey,10.0,Bangladesh,0,68,2,6.8,26,6,1,5,0,34.0,60,30.0,0,2/68
India VS West Indies,ODI # 3625,Alasdair Evans,10.0,Bangladesh,1,67,1,6.7,31,8,2,0,0,67.0,60,60.0,0,1/67
India VS West Indies,ODI # 3625,Matt Machan,7.0,Bangladesh,0,45,0,6.42,13,2,1,0,0,0.0,42,0.0,0,0/45
India VS West Indies,ODI # 3625,Majid Haq,10.0,Bangladesh,0,49,0,4.9,28,2,1,1,1,0.0,60,0.0,0,0/49
India VS West Indies,ODI # 3625,Richie Berrington,2.0,Bangladesh,0,18,0,9.0,4,3,0,0,0,0.0,12,0.0,0,0/18
Bangladesh VS Scotland,ODI # 3624,Dawlat Zadran,10.0,Australia,1,101,2,10.1,27,10,4,3,2,50.5,60,30.0,0,2/101
Bangladesh VS Scotland,ODI # 3624,Shapoor Zadran,10.0,Australia,0,89,2,8.9,25,7,5,2,1,44.5,60,30.0,0,2/89
Bangladesh VS Scotland,ODI # 3624,Hamid Hassan,10.0,Australia,0,70,1,7.0,18,7,0,1,0,70.0,60,60.0,0,1/70
Bangladesh VS Scotland,ODI # 3624,Mohammad Nabi,10.0,Australia,0,84,0,8.4,22,6,4,1,0,0.0,60,0.0,0,0/84
Bangladesh VS Scotland,ODI # 3624,Samiullah Shinwari,5.0,Australia,0,34,0,6.8,13,5,0,0,0,0.0,30,0.0,0,0/34
Bangladesh VS Scotland,ODI # 3624,Javed Ahmadi,4.0,Australia,0,18,0,4.5,8,0,0,0,0,0.0,24,0.0,0,0/18
Bangladesh VS Scotland,ODI # 3624,Nawroz Mangal,1.0,Australia,0,14,1,14.0,1,1,1,0,0,14.0,6,6.0,0,1/14
Bangladesh VS Scotland,ODI # 3624,Mitchell Starc,6.0,Afghanistan,0,18,2,3.0,24,1,0,0,0,9.0,36,18.0,0,2/18
Bangladesh VS Scotland,ODI # 3624,Josh Hazlewood,8.0,Afghanistan,1,25,2,3.12,37,2,0,3,0,12.5,48,24.0,0,2/25
Bangladesh VS Scotland,ODI # 3624,Mitchell Johnson,7.3,Afghanistan,0,22,4,2.93,35,1,0,5,0,5.5,45,11.25,0,4/22
Bangladesh VS Scotland,ODI # 3624,Michael Clarke,5.0,Afghanistan,0,14,1,2.8,18,0,0,0,0,14.0,30,30.0,0,1/14
Bangladesh VS Scotland,ODI # 3624,Mitchell Marsh,3.0,Afghanistan,0,25,0,8.33,10,1,2,1,0,0.0,18,0.0,0,0/25
Bangladesh VS Scotland,ODI # 3624,James Faulkner,4.0,Afghanistan,0,8,0,2.0,19,0,0,1,1,0.0,24,0.0,0,0/8
Bangladesh VS Scotland,ODI # 3624,Glenn Maxwell,4.0,Afghanistan,1,21,1,5.25,15,1,1,0,0,21.0,24,24.0,0,1/21
Australia VS Afghanistan,ODI # 3623,Mohammad Naveed,10.0,Pakistan,0,50,1,5.0,33,3,1,1,1,50.0,60,60.0,0,1/50
Australia VS Afghanistan,ODI # 3623,Manjula Guruge,8.0,Pakistan,0,56,4,7.0,25,4,3,2,0,14.0,48,12.0,0,4/56
Australia VS Afghanistan,ODI # 3623,Amjad Javed,9.0,Pakistan,0,76,0,8.44,23,7,3,2,0,0.0,54,0.0,0,0/76
Australia VS Afghanistan,ODI # 3623,Mohammad Tauqir,10.0,Pakistan,0,52,0,5.2,24,3,0,1,0,0.0,60,0.0,0,0/52
Australia VS Afghanistan,ODI # 3623,Khurram Khan,3.0,Pakistan,0,21,0,7.0,6,1,1,0,0,0.0,18,0.0,0,0/21
Australia VS Afghanistan,ODI # 3623,Krishna Chandran,8.0,Pakistan,0,58,0,7.25,16,2,2,0,0,0.0,48,0.0,0,0/58
Australia VS Afghanistan,ODI # 3623,Rohan Mustafa,2.0,Pakistan,0,23,0,11.5,4,3,0,2,0,0.0,12,0.0,0,0/23
Australia VS Afghanistan,ODI # 3623,Mohammad Irfan,3.0,United Arab Emirates,1,2,0,0.66,16,0,0,0,0,0.0,18,0.0,0,0/2
Australia VS Afghanistan,ODI # 3623,Sohail Khan,9.0,United Arab Emirates,2,54,2,6.0,39,7,3,3,0,27.0,54,27.0,0,2/54
Australia VS Afghanistan,ODI # 3623,Rahat Ali,10.0,United Arab Emirates,0,30,1,3.0,42,2,0,2,0,30.0,60,60.0,0,1/30
Australia VS Afghanistan,ODI # 3623,Wahab Riaz,10.0,United Arab Emirates,1,54,2,5.4,34,3,1,2,0,27.0,60,30.0,0,2/54
Australia VS Afghanistan,ODI # 3623,Shahid Afridi,10.0,United Arab Emirates,1,35,2,3.5,35,1,0,3,0,17.5,60,30.0,0,2/35
Australia VS Afghanistan,ODI # 3623,Sohaib Maqsood,5.0,United Arab Emirates,0,16,1,3.2,21,0,1,1,0,16.0,30,30.0,0,1/16
Australia VS Afghanistan,ODI # 3623,Haris Sohail,3.0,United Arab Emirates,0,18,0,6.0,9,3,0,0,0,0.0,18,0.0,0,0/18
Pakistan VS U.A.E.,ODI # 3622,John Mooney,7.0,South Africa,2,52,1,7.42,25,3,3,1,2,52.0,42,42.0,0,1/52
Pakistan VS U.A.E.,ODI # 3622,Max Sorensen,6.0,South Africa,0,76,0,12.66,13,8,4,6,1,0.0,36,0.0,0,0/76
Pakistan VS U.A.E.,ODI # 3622,Kevin O'Brien,7.0,South Africa,0,95,1,13.57,7,12,3,0,0,95.0,42,42.0,0,1/95
Pakistan VS U.A.E.,ODI # 3622,George Dockrell,10.0,South Africa,0,56,0,5.6,27,5,1,0,0,0.0,60,0.0,0,0/56
Pakistan VS U.A.E.,ODI # 3622,Paul Stirling,10.0,South Africa,0,68,0,6.8,15,6,0,0,0,0.0,60,0.0,0,0/68
Pakistan VS U.A.E.,ODI # 3622,Andy McBrine,10.0,South Africa,0,63,2,6.3,19,3,1,0,0,31.5,60,30.0,0,2/63
Pakistan VS U.A.E.,ODI # 3622,Dale Steyn,8.0,Ireland,0,39,2,4.87,28,5,0,0,0,19.5,48,24.0,0,2/39
Pakistan VS U.A.E.,ODI # 3622,Kyle Abbott,8.0,Ireland,0,21,4,2.62,37,2,0,1,0,5.25,48,12.0,0,4/21
Pakistan VS U.A.E.,ODI # 3622,Morne Morkel,9.0,Ireland,0,34,3,3.77,40,5,0,3,0,11.33,54,18.0,0,3/34
Pakistan VS U.A.E.,ODI # 3622,Imran Tahir,10.0,Ireland,1,50,0,5.0,37,5,2,0,0,0.0,60,0.0,0,0/50
Pakistan VS U.A.E.,ODI # 3622,Farhaan Behardien,2.0,Ireland,0,13,0,6.5,3,1,0,0,0,0.0,12,0.0,0,0/13
Pakistan VS U.A.E.,ODI # 3622,Rilee Rossouw,2.0,Ireland,0,13,0,6.5,2,0,0,0,0,0.0,12,0.0,0,0/13
Pakistan VS U.A.E.,ODI # 3622,Faf du Plessis,4.0,Ireland,0,30,0,7.5,10,1,1,1,0,0.0,24,0.0,0,0/30
Pakistan VS U.A.E.,ODI # 3622,AB de Villiers,2.0,Ireland,0,7,1,3.5,8,1,0,0,0,7.0,12,12.0,0,1/7
Ireland VS South Africa,ODI # 3621,Tinashe Panyangara,10.0,Pakistan,1,49,0,4.9,35,4,1,2,0,0.0,60,0.0,0,0/49
Ireland VS South Africa,ODI # 3621,Tendai Chatara,10.0,Pakistan,2,35,3,3.5,40,2,0,6,0,11.67,60,20.0,0,3/35
Ireland VS South Africa,ODI # 3621,Tawanda Mupariwa,8.0,Pakistan,1,36,1,4.5,30,3,0,3,0,36.0,48,48.0,0,1/36
Ireland VS South Africa,ODI # 3621,Sean Williams,10.0,Pakistan,1,48,2,4.8,30,4,0,1,0,24.0,60,30.0,0,2/48
Ireland VS South Africa,ODI # 3621,Hamilton Masakadza,3.0,Pakistan,0,14,0,4.66,10,2,0,0,0,0.0,18,0.0,0,0/14
Ireland VS South Africa,ODI # 3621,Elton Chigumbura,1.0,Pakistan,0,7,0,7.0,3,0,0,4,0,0.0,6,0.0,0,0/7
Ireland VS South Africa,ODI # 3621,Sikandar Raza,7.0,Pakistan,0,34,1,4.85,17,0,0,0,0,34.0,42,42.0,0,1/34
Ireland VS South Africa,ODI # 3621,Solomon Mire,1.0,Pakistan,0,9,0,9.0,1,1,0,1,0,0.0,6,0.0,0,0/9
Ireland VS South Africa,ODI # 3621,Mohammad Irfan,10.0,Zimbabwe,2,30,4,3.0,47,2,0,3,0,7.5,60,15.0,0,4/30
Ireland VS South Africa,ODI # 3621,Sohail Khan,10.0,Zimbabwe,0,45,0,4.5,36,6,0,0,0,0.0,60,0.0,0,0/45
Ireland VS South Africa,ODI # 3621,Rahat Ali,10.0,Zimbabwe,0,37,1,3.7,38,2,0,4,1,37.0,60,60.0,0,1/37
Ireland VS South Africa,ODI # 3621,Wahab Riaz,9.4,Zimbabwe,1,45,4,4.65,39,4,0,2,0,11.25,58,14.5,0,4/45
Ireland VS South Africa,ODI # 3621,Shahid Afridi,10.0,Zimbabwe,1,53,0,5.3,31,5,0,0,0,0.0,60,0.0,0,0/53
Pakistan VS Zimbabwe,ODI # 3620,Lasith Malinga,10.0,England,0,63,1,6.3,30,10,0,2,0,63.0,60,60.0,0,1/63
Pakistan VS Zimbabwe,ODI # 3620,Suranga Lakmal,7.4,England,0,71,1,9.26,25,11,1,2,2,71.0,46,46.0,0,1/71
Pakistan VS Zimbabwe,ODI # 3620,Angelo Mathews,10.0,England,1,43,1,4.3,38,4,1,1,0,43.0,60,60.0,0,1/43
Pakistan VS Zimbabwe,ODI # 3620,Tillakaratne Dilshan,8.2,England,0,35,1,4.2,24,1,1,0,0,35.0,50,50.0,0,1/35
Pakistan VS Zimbabwe,ODI # 3620,Rangana Herath,5.5,England,0,35,1,6.0,10,3,0,0,0,35.0,35,35.0,0,1/35
Pakistan VS Zimbabwe,ODI # 3620,Thisara Perera,8.1,England,0,55,1,6.73,24,6,2,0,0,55.0,49,49.0,0,1/55
Pakistan VS Zimbabwe,ODI # 3620,James Anderson,8.0,Sri Lanka,0,48,0,6.0,23,6,0,0,0,0.0,48,0.0,0,0/48
Pakistan VS Zimbabwe,ODI # 3620,Stuart Broad,10.0,Sri Lanka,1,67,0,6.7,27,6,2,1,0,0.0,60,0.0,0,0/67
Pakistan VS Zimbabwe,ODI # 3620,Chris Woakes,9.2,Sri Lanka,0,72,0,7.71,20,9,1,1,0,0.0,56,0.0,0,0/72
Pakistan VS Zimbabwe,ODI # 3620,Steven Finn,8.0,Sri Lanka,0,54,0,6.75,19,4,2,1,0,0.0,48,0.0,0,0/54
Pakistan VS Zimbabwe,ODI # 3620,Moeen Ali,10.0,Sri Lanka,0,50,1,5.0,25,2,1,0,0,50.0,60,60.0,0,1/50
Pakistan VS Zimbabwe,ODI # 3620,Joe Root,2.0,Sri Lanka,0,12,0,6.0,3,1,0,0,0,0.0,12,0.0,0,0/12
England VS Sri Lanka,ODI # 3619,Bhuvneshwar Kumar,5.0,United Arab Emirates,0,19,1,3.8,21,2,0,2,0,19.0,30,30.0,0,1/19
England VS Sri Lanka,ODI # 3619,Umesh Yadav,6.3,United Arab Emirates,2,15,2,2.3,33,2,0,3,0,7.5,39,19.5,0,2/15
England VS Sri Lanka,ODI # 3619,Ravichandran Ashwin,10.0,United Arab Emirates,1,25,4,2.5,44,1,0,1,0,6.25,60,15.0,0,4/25
England VS Sri Lanka,ODI # 3619,Mohit Sharma,5.0,United Arab Emirates,1,16,1,3.2,23,2,0,2,0,16.0,30,30.0,0,1/16
England VS Sri Lanka,ODI # 3619,Ravindra Jadeja,5.0,United Arab Emirates,0,23,2,4.6,22,3,1,0,0,11.5,30,15.0,0,2/23
England VS Sri Lanka,ODI # 3619,Mohammad Naveed,5.0,India,0,35,1,7.0,19,8,0,0,0,35.0,30,30.0,0,1/35
England VS Sri Lanka,ODI # 3619,Manjula Guruge,6.0,India,1,19,0,3.16,29,2,1,0,0,0.0,36,0.0,0,0/19
England VS Sri Lanka,ODI # 3619,Amjad Javed,2.0,India,0,12,0,6.0,6,2,0,0,0,0.0,12,0.0,0,0/12
England VS Sri Lanka,ODI # 3619,Krishna Chandran,3.0,India,0,17,0,5.66,8,2,0,0,0,0.0,18,0.0,0,0/17
England VS Sri Lanka,ODI # 3619,Mohammad Tauqir,2.5,India,0,21,0,7.41,8,4,0,0,0,0.0,17,0.0,0,0/21
India VS U.A.E.,ODI # 3618,Tim Southee,9.0,Australia,0,65,2,7.22,29,7,1,4,0,32.5,54,27.0,0,2/65
India VS U.A.E.,ODI # 3618,Trent Boult,10.0,Australia,3,27,5,2.7,46,1,1,2,0,5.4,60,12.0,1,5/27
India VS U.A.E.,ODI # 3618,Daniel Vettori,10.0,Australia,0,41,2,4.1,33,2,1,0,0,20.5,60,30.0,0,2/41
India VS U.A.E.,ODI # 3618,Adam Milne,3.0,Australia,0,6,0,2.0,15,1,0,0,0,0.0,18,0.0,0,0/6
India VS U.A.E.,ODI # 3618,Corey Anderson,0.2,Australia,0,6,1,18.0,1,0,1,0,0,6.0,2,2.0,0,1/6
India VS U.A.E.,ODI # 3618,Mitchell Johnson,6.0,New Zealand,1,68,0,11.33,18,9,4,0,1,0.0,36,0.0,0,0/68
India VS U.A.E.,ODI # 3618,Mitchell Starc,9.0,New Zealand,0,28,6,3.11,42,2,1,4,0,4.67,54,9.0,1,6/28
India VS U.A.E.,ODI # 3618,Pat Cummins,6.1,New Zealand,0,38,2,6.16,22,2,1,2,0,19.0,37,18.5,0,2/38
India VS U.A.E.,ODI # 3618,Mitchell Marsh,1.0,New Zealand,0,11,0,11.0,2,2,0,0,0,0.0,6,0.0,0,0/11
India VS U.A.E.,ODI # 3618,Glenn Maxwell,1.0,New Zealand,0,7,1,7.0,4,0,1,0,0,7.0,6,6.0,0,1/7
New Zealand VS Australia,ODI # 3617,Jerome Taylor,8.0,South Africa,1,64,0,8.0,22,6,1,2,1,0.0,48,0.0,0,0/64
New Zealand VS Australia,ODI # 3617,Jason Holder,10.0,South Africa,2,104,1,10.4,27,8,6,2,2,104.0,60,60.0,0,1/104
New Zealand VS Australia,ODI # 3617,Andre Russell,9.0,South Africa,0,74,2,8.22,19,5,2,1,0,37.0,54,27.0,0,2/74
New Zealand VS Australia,ODI # 3617,Marlon Samuels,2.0,South Africa,0,14,0,7.0,3,1,0,0,0,0.0,12,0.0,0,0/14
New Zealand VS Australia,ODI # 3617,Sulieman Benn,10.0,South Africa,0,79,0,7.9,15,7,1,1,0,0.0,60,0.0,0,0/79
New Zealand VS Australia,ODI # 3617,Daren Sammy,7.0,South Africa,0,50,0,7.14,12,3,1,0,0,0.0,42,0.0,0,0/50
New Zealand VS Australia,ODI # 3617,Chris Gayle,4.0,South Africa,0,21,2,5.25,9,0,0,3,0,10.5,24,12.0,0,2/21
New Zealand VS Australia,ODI # 3617,Dale Steyn,7.0,West Indies,0,24,1,3.42,32,0,2,2,0,24.0,42,42.0,0,1/24
New Zealand VS Australia,ODI # 3617,Kyle Abbott,8.0,West Indies,0,37,2,4.62,31,6,0,1,0,18.5,48,24.0,0,2/37
New Zealand VS Australia,ODI # 3617,Morne Morkel,5.1,West Indies,0,23,2,4.45,20,3,0,0,0,11.5,31,15.5,0,2/23
New Zealand VS Australia,ODI # 3617,Imran Tahir,10.0,West Indies,2,45,5,4.5,37,2,3,0,0,9.0,60,12.0,1,5/45
New Zealand VS Australia,ODI # 3617,Faf du Plessis,3.0,West Indies,0,17,0,5.66,7,1,0,0,0,0.0,18,0.0,0,0/17
South Africa VS West Indies,ODI # 3616,Mashrafe Mortaza,10.0,Sri Lanka,0,53,0,5.3,34,6,0,0,0,0.0,60,0.0,0,0/53
South Africa VS West Indies,ODI # 3616,Rubel Hossain,9.0,Sri Lanka,0,62,1,6.88,23,4,1,5,0,62.0,54,54.0,0,1/62
South Africa VS West Indies,ODI # 3616,Taskin Ahmed,10.0,Sri Lanka,1,82,0,8.2,24,13,0,2,0,0.0,60,0.0,0,0/82
South Africa VS West Indies,ODI # 3616,Shakib Al Hasan,10.0,Sri Lanka,0,55,0,5.5,30,6,0,0,0,0.0,60,0.0,0,0/55
South Africa VS West Indies,ODI # 3616,Mahmudullah,7.0,Sri Lanka,0,49,0,7.0,15,7,0,0,0,0.0,42,0.0,0,0/49
South Africa VS West Indies,ODI # 3616,Sabbir Rahman,4.0,Sri Lanka,0,26,0,6.5,8,2,0,1,0,0.0,24,0.0,0,0/26
South Africa VS West Indies,ODI # 3616,Lasith Malinga,9.0,Bangladesh,0,35,3,3.88,34,4,0,0,0,11.67,54,18.0,0,3/35
South Africa VS West Indies,ODI # 3616,Suranga Lakmal,8.0,Bangladesh,0,49,2,6.12,24,6,0,2,0,24.5,48,24.0,0,2/49
South Africa VS West Indies,ODI # 3616,Angelo Mathews,5.4,Bangladesh,0,36,1,6.35,18,4,1,0,0,36.0,34,34.0,0,1/36
South Africa VS West Indies,ODI # 3616,Rangana Herath,10.0,Bangladesh,0,43,0,4.3,37,4,1,0,0,0.0,60,0.0,0,0/43
South Africa VS West Indies,ODI # 3616,Thisara Perera,6.2,Bangladesh,0,33,1,5.21,18,3,0,1,0,33.0,38,38.0,0,1/33
South Africa VS West Indies,ODI # 3616,Tillakaratne Dilshan,8.0,Bangladesh,0,35,2,4.37,28,2,1,3,0,17.5,48,24.0,0,2/35
Bangladesh VS Sri Lanka,ODI # 3615,Shapoor Zadran,10.0,Scotland,1,38,4,3.8,41,4,0,2,1,9.5,60,15.0,0,4/38
Bangladesh VS Sri Lanka,ODI # 3615,Dawlat Zadran,10.0,Scotland,1,29,3,2.9,48,4,0,2,0,9.67,60,20.0,0,3/29
Bangladesh VS Sri Lanka,ODI # 3615,Hamid Hassan,10.0,Scotland,1,32,1,3.2,45,5,0,0,0,32.0,60,60.0,0,1/32
Bangladesh VS Sri Lanka,ODI # 3615,Gulbadin Naib,9.0,Scotland,0,53,1,5.88,31,8,0,2,0,53.0,54,54.0,0,1/53
Bangladesh VS Sri Lanka,ODI # 3615,Mohammad Nabi,10.0,Scotland,0,38,1,3.8,34,1,0,2,0,38.0,60,60.0,0,1/38
Bangladesh VS Sri Lanka,ODI # 3615,Javed Ahmadi,1.0,Scotland,0,8,0,8.0,2,0,0,0,0,0.0,6,0.0,0,0/8
Bangladesh VS Sri Lanka,ODI # 3615,Iain Wardlaw,9.3,Afghanistan,0,61,0,6.42,29,9,0,2,1,0.0,57,0.0,0,0/61
Bangladesh VS Sri Lanka,ODI # 3615,Josh Davey,10.0,Afghanistan,1,34,2,3.4,45,4,1,1,0,17.0,60,30.0,0,2/34
Bangladesh VS Sri Lanka,ODI # 3615,Alasdair Evans,10.0,Afghanistan,1,30,2,3.0,45,3,0,4,0,15.0,60,30.0,0,2/30
Bangladesh VS Sri Lanka,ODI # 3615,Majid Haq,10.0,Afghanistan,0,45,1,4.5,41,1,4,1,0,45.0,60,60.0,0,1/45
Bangladesh VS Sri Lanka,ODI # 3615,Richie Berrington,10.0,Afghanistan,0,40,4,4.0,37,4,0,2,0,10.0,60,15.0,0,4/40
Afghanistan VS Scotland,ODI # 3614,John Mooney,6.0,United Arab Emirates,0,32,0,5.33,22,2,0,2,1,0.0,36,0.0,0,0/32
Afghanistan VS Scotland,ODI # 3614,Max Sorensen,10.0,United Arab Emirates,0,60,2,6.0,26,6,0,0,0,30.0,60,30.0,0,2/60
Afghanistan VS Scotland,ODI # 3614,Alex Cusack,10.0,United Arab Emirates,0,54,2,5.4,36,6,0,3,0,27.0,60,30.0,0,2/54
Afghanistan VS Scotland,ODI # 3614,Paul Stirling,10.0,United Arab Emirates,0,27,2,2.7,41,1,0,1,0,13.5,60,30.0,0,2/27
Afghanistan VS Scotland,ODI # 3614,Kevin O'Brien,7.0,United Arab Emirates,0,61,2,8.71,16,7,0,4,0,30.5,42,21.0,0,2/61
Afghanistan VS Scotland,ODI # 3614,George Dockrell,7.0,United Arab Emirates,0,39,1,5.57,22,3,1,1,0,39.0,42,42.0,0,1/39
Afghanistan VS Scotland,ODI # 3614,Mohammad Naveed,9.2,Ireland,1,65,2,6.96,27,9,0,0,1,32.5,56,28.0,0,2/65
Afghanistan VS Scotland,ODI # 3614,Manjula Guruge,7.0,Ireland,0,21,1,3.0,29,0,0,1,0,21.0,42,42.0,0,1/21
Afghanistan VS Scotland,ODI # 3614,Amjad Javed,10.0,Ireland,0,60,3,6.0,32,6,2,0,0,20.0,60,20.0,0,3/60
Afghanistan VS Scotland,ODI # 3614,Mohammad Tauqir,9.0,Ireland,0,38,2,4.22,31,3,0,0,1,19.0,54,27.0,0,2/38
Afghanistan VS Scotland,ODI # 3614,Rohan Mustafa,9.0,Ireland,0,45,0,5.0,21,2,0,0,0,0.0,54,0.0,0,0/45
Afghanistan VS Scotland,ODI # 3614,Krishna Chandran,5.0,Ireland,0,43,0,8.6,7,5,0,1,0,0.0,30,0.0,0,0/43
Ireland VS U.A.E.,ODI # 3613,Tinashe Panyangara,9.0,West Indies,0,82,1,9.11,26,6,4,4,2,82.0,54,54.0,0,1/82
Ireland VS U.A.E.,ODI # 3613,Tendai Chatara,9.4,West Indies,0,74,0,7.65,28,8,2,0,2,0.0,58,0.0,0,0/74
Ireland VS U.A.E.,ODI # 3613,Sean Williams,5.0,West Indies,0,48,0,9.6,8,1,4,1,0,0.0,30,0.0,0,0/48
Ireland VS U.A.E.,ODI # 3613,Elton Chigumbura,7.0,West Indies,0,44,0,6.28,26,2,2,6,1,0.0,42,0.0,0,0/44
Ireland VS U.A.E.,ODI # 3613,Sikandar Raza,10.0,West Indies,1,45,0,4.5,31,1,1,4,0,0.0,60,0.0,0,0/45
Ireland VS U.A.E.,ODI # 3613,Tafadzwa Kamungozi,3.0,West Indies,0,37,0,12.33,7,2,4,0,0,0.0,18,0.0,0,0/37
Ireland VS U.A.E.,ODI # 3613,Hamilton Masakadza,6.2,West Indies,0,39,1,6.15,13,1,2,0,0,39.0,38,38.0,0,1/39
Ireland VS U.A.E.,ODI # 3613,Jerome Taylor,10.0,Zimbabwe,0,38,3,3.8,35,1,0,5,0,12.67,60,20.0,0,3/38
Ireland VS U.A.E.,ODI # 3613,Jason Holder,7.0,Zimbabwe,0,48,3,6.85,20,6,1,1,0,16.0,42,14.0,0,3/48
Ireland VS U.A.E.,ODI # 3613,Nikita Miller,6.3,Zimbabwe,0,48,1,7.38,16,5,1,2,0,48.0,39,39.0,0,1/48
Ireland VS U.A.E.,ODI # 3613,Marlon Samuels,9.0,Zimbabwe,0,59,1,6.55,20,7,0,0,0,59.0,54,54.0,0,1/59
Ireland VS U.A.E.,ODI # 3613,Andre Russell,5.0,Zimbabwe,0,44,0,8.8,10,5,0,2,2,0.0,30,0.0,0,0/44
Ireland VS U.A.E.,ODI # 3613,Daren Sammy,1.0,Zimbabwe,0,8,0,8.0,2,1,0,0,0,0.0,6,0.0,0,0/8
Ireland VS U.A.E.,ODI # 3613,Chris Gayle,6.0,Zimbabwe,0,35,2,5.83,19,3,1,2,0,17.5,36,18.0,0,2/35
West Indies VS Zimbabwe,ODI # 3612,Iain Wardlaw,10.0,England,1,60,1,6.0,33,5,2,2,0,60.0,60,60.0,0,1/60
West Indies VS Zimbabwe,ODI # 3612,Josh Davey,10.0,England,0,68,4,6.8,32,7,1,9,0,17.0,60,15.0,0,4/68
West Indies VS Zimbabwe,ODI # 3612,Alasdair Evans,10.0,England,1,46,1,4.6,35,5,0,2,0,46.0,60,60.0,0,1/46
West Indies VS Zimbabwe,ODI # 3612,Majid Haq,10.0,England,0,51,1,5.1,29,0,2,0,1,51.0,60,60.0,0,1/51
West Indies VS Zimbabwe,ODI # 3612,Richie Berrington,5.0,England,0,43,1,8.6,11,5,1,2,0,43.0,30,30.0,0,1/43
West Indies VS Zimbabwe,ODI # 3612,Matt Machan,2.0,England,0,11,0,5.5,2,0,0,0,0,0.0,12,0.0,0,0/11
West Indies VS Zimbabwe,ODI # 3612,Kyle Coetzer,3.0,England,0,19,0,6.33,5,0,1,0,0,0.0,18,0.0,0,0/19
West Indies VS Zimbabwe,ODI # 3612,James Anderson,6.0,Scotland,0,30,2,5.0,24,5,0,0,0,15.0,36,18.0,0,2/30
West Indies VS Zimbabwe,ODI # 3612,Stuart Broad,7.0,Scotland,0,24,0,3.42,29,3,0,1,0,0.0,42,0.0,0,0/24
West Indies VS Zimbabwe,ODI # 3612,Chris Woakes,5.2,Scotland,0,25,2,4.68,25,6,0,0,0,12.5,32,16.0,0,2/25
West Indies VS Zimbabwe,ODI # 3612,Steven Finn,9.0,Scotland,3,26,3,2.88,38,3,0,0,0,8.67,54,18.0,0,3/26
